"Category Top Navigation","Top menu kategorie",module,Magento/Catalog
"Maximal Depth","Úroveň podkategorie",module,Magento/Catalog
"Date & Time Custom Options","Nastavení času a datumu",module,Magento/Catalog
"Use JavaScript Calendar","Použít javascript kalendář",module,Magento/Catalog
"Date Fields Order","Formát datumu",module,Magento/Catalog
"Time Format","Formát času",module,Magento/Catalog
"Year Range","Rozsah roků",module,Magento/Catalog
"Please use a four-digit year format.","Použijte čtyřmístný formát roku.",module,Magento/Catalog
"Use Static URLs for Media Content in WYSIWYG for Catalog","V editoru používat statické URL mediálního obsahu",module,Magento/Catalog
"This applies only to catalog products and categories. Media content will be inserted into the editor as a static URL. Media content is not updated if the system configuration base URL changes.","Platí pouze u produktů a kategorií. Mediální obsah bude vložen do editoru se statickou URL. Pokud v nastavení systému změníte základní URL, pak statiké URL budou neplatné.",module,Magento/Catalog
"Top Level Category","Kategorie nejvyšší úrovně",module,Magento/Catalog
"Product Info Column","Sloupec Product Info",module,Magento/Catalog
"Block after Info Column","Blok za Info sloupcem",module,Magento/Catalog
"Product Flat Data","Sloučená data produktu",module,Magento/Catalog
"Reorganize EAV product structure to flat structure","Přebudovat EAV strukturu produktu na sloučenou",module,Magento/Catalog
"Category Flat Data","Sloučená data kategorie",module,Magento/Catalog
"Reorganize EAV category structure to flat structure","Přebudovat EAV strukturu kategorie na sloučenou",module,Magento/Catalog
"Category Products","Produkty kategorie",module,Magento/Catalog
"Indexed category/products association","Indexované vazby kategorií a produktů",module,Magento/Catalog
"Product Categories","Kategorie produktu",module,Magento/Catalog
"Indexed product/categories association","Indexované vazby kategorií a produktů",module,Magento/Catalog
"Product Price","Cena produktu",module,Magento/Catalog
"Index product prices","Index cen produktů",module,Magento/Catalog
"Product EAV","EAV produktu",module,Magento/Catalog
"Index product EAV","EAV indexu produktu",module,Magento/Catalog
"Catalog New Products List","Seznam nových produktů katalogu",module,Magento/Catalog
"List of Products that are set as New","Seznam produktů nastavených jako novinka",module,Magento/Catalog
"Display Type","Způsob zobrazení",module,Magento/Catalog
"All products - recently added products, New products - products marked as new","Všechny produkty - poslední přidané produkty, Nové produkty - produkty nastavené jako novinka",module,Magento/Catalog
"All products","Všechny produkty",module,Magento/Catalog
"New products","Nové produkty",module,Magento/Catalog
"Display Page Control","Nastavení zobrazení stránky",module,Magento/Catalog
"Number of Products per Page","Počet produktů na stránce",module,Magento/Catalog
"Number of Products to Display","Počet produktů k zobrazení",module,Magento/Catalog
"Template","Šablona",module,Magento/Catalog
"New Products Grid Template","Šablona mřížky nových produktů",module,Magento/Catalog
"New Products List Template","Šablona seznamu nových produktů",module,Magento/Catalog
"New Products Images and Names Template","Šablona názvů s obrázkem nových produktů",module,Magento/Catalog
"New Products Names Only Template","Šablona názvů nových produktů",module,Magento/Catalog
"New Products Images Only Template","Šablona obrázků nových produktů",module,Magento/Catalog
"Cache Lifetime (Seconds)","Životnost mezipaměti (vteřiny)",module,Magento/Catalog
"86400 by default, if not set. To refresh instantly, clear the Blocks HTML Output cache.","Není-li nastaveno, bude použito výchozích 86400. Chcete-li mezipaměť obnovit ihned, obnovte mezipaměť výstupu HTML bloků.",module,Magento/Catalog
"Catalog Product Link","Odkaz produktu katalogu",module,Magento/Catalog
"Link to a Specified Product","Odkaz na konkrétní produkt",module,Magento/Catalog
"Select Product...","Vyberte produkt...",module,Magento/Catalog
"Anchor Custom Text","Vlastní text záchytného odkazu",module,Magento/Catalog
"If empty, we'll use the product name here.","Je-li údaj prázdný, bude použit název produktu.",module,Magento/Catalog
"Anchor Custom Title","Vlastní název kotvy",module,Magento/Catalog
"Product Link Block Template","Blokový odkaz produktu",module,Magento/Catalog
"Product Link Inline Template","Řádkový odkaz produktu",module,Magento/Catalog
"Catalog Category Link","Odkaz kategorie katalogu",module,Magento/Catalog
"Link to a Specified Category","Odkaz na konkrétní kategorii",module,Magento/Catalog
"Select Category...","Vyberte kategorii...",module,Magento/Catalog
"If empty, we'll use the category name here.","Je-li údaj prázdný, bude použit název kategorie.",module,Magento/Catalog
"Category Link Block Template","Blokový odkaz kategorie",module,Magento/Catalog
"Category Link Inline Template","Řádkový odkaz kategorie",module,Magento/Catalog
"Recently Viewed Products","Nedávno zobrazené produkty",module,Magento/Catalog
"List of Products Recently Viewed by Visitor","Seznam posledních zobrazených produktů",module,Magento/Catalog
"UI Component","UI Komponenta",module,Magento/Catalog
"Number of Products to display","Počet produktů k zobrazení",module,Magento/Catalog
"Product attributes to show","Počet atributů k zobrazení",module,Magento/Catalog
"Image","Obrázek",module,Magento/Catalog
"Learn More Link","Odkaz Dozvědět se více",module,Magento/Catalog
"Buttons to show","Tlačítka k zobrazení",module,Magento/Catalog
"Add to Wishlist","Přidat k oblíbeným",module,Magento/Catalog
"Viewed Products Grid Template","Zobrazené produkty v mřížce",module,Magento/Catalog
"Viewed Products List Template","Zobrazené produkty v seznamu",module,Magento/Catalog
"Viewed Products Sidebar Template","Zobrazené produkty v postranní liště",module,Magento/Catalog
"Recently Compared Products","Poslední porovnávané produkty",module,Magento/Catalog
"List of Products Recently Compared by Visitor","Seznam posledních porovnávaných produktů",module,Magento/Catalog
"Compared Products Grid Template","Porovnávané produkty v mřížce",module,Magento/Catalog
"Compared Products List Template","Porovnávané produkty v seznamu",module,Magento/Catalog
"Set","Nastavit",module,Magento/Catalog
"Category Information","Nastavení kategorie",module,Magento/Catalog
"Enable Category","Zapnout kategorii",module,Magento/Catalog
"Include in Menu","Zahrnout do menu",module,Magento/Catalog
"Content","Obsah",module,Magento/Catalog
"Category Image","Obrázek kategorie",module,Magento/Catalog
"Description","Popis",module,Magento/Catalog
"Add CMS Block","Přidat CMS blok",module,Magento/Catalog
"Display Settings","Nastavení zobrazení",module,Magento/Catalog
"Display Mode","Display Mode",module,Magento/Catalog
"Anchor","Kotva",module,Magento/Catalog
"Available Product Listing Sort By","Available Product Listing Sort By",module,Magento/Catalog
"Use All","Použít vše",module,Magento/Catalog
"Default Product Listing Sort By","Výchozí řazení produktů podle",module,Magento/Catalog
"Layered Navigation Price Step","Krok ceny vrstvené navigace",module,Magento/Catalog
"URL Key","URL klíč",module,Magento/Catalog
"Meta Title","Meta název",module,Magento/Catalog
"Meta Keywords","Meta klíčová slova",module,Magento/Catalog
"Meta Description","Meta popis",module,Magento/Catalog
"Products in Category","Produkty v kategorii",module,Magento/Catalog
"Design","Vzhled",module,Magento/Catalog
"Theme","Téma",module,Magento/Catalog
"Layout","Rozložení",module,Magento/Catalog
"Layout Update XML","Úprava XML rozvržení",module,Magento/Catalog
"Apply Design to Products","Použít vzhled na produkty",module,Magento/Catalog
"Schedule Design Update","Naplánovat změnu vzhledu",module,Magento/Catalog
"AttributeSetText","Text sady atributů",module,Magento/Catalog
"StatusText","Text stavu",module,Magento/Catalog
"Product Image Watermarks","Nastavení vodoznaku v obrázcích produktů",module,Magento/Catalog
"Base","Základní",module,Magento/Catalog
"Allowed file types: jpeg, gif, png.","Povolené typy souborů: jpeg, gif, png.",module,Magento/Catalog
"Image Opacity","Průhlednost obrázku",module,Magento/Catalog
"Example format: 200x300.","Ukázka formátu: 200x300.",module,Magento/Catalog
"Image Position","Pozice obrázku",module,Magento/Catalog
"Attribute Properties","Vlastnosti atributu",module,Magento/Catalog
"Attribute Label","Označení atributu",module,Magento/Catalog
"Catalog Input Type for Store Owner","Typ údaje pro správce obchodu",module,Magento/Catalog
"Values","Hodnoty",module,Magento/Catalog
"Add this attribute to the list of column options in the product grid.","Přidejte tento atribut do seznamu možností sloupce v mřížkovém zobrazení produktů.",module,Magento/Catalog
"Add this attribute to the list of filter options in the product grid.","Přidejte tento atribut do seznamu možností filtru v mřížckovém zobrazení produktů.",module,Magento/Catalog
"System","Systém",module,Magento/Catalog
"All Store Views","Všechna zobrazení obchodu",module,Magento/Catalog
"Delete selected items?","Odstranit zvolené položky?",module,Magento/Catalog
"Delete items","Odstranit položky",module,Magento/Catalog
"Change status","Změnit stav",module,Magento/Catalog
"Enable","Povolit",module,Magento/Catalog
"Disable","Zakázat",module,Magento/Catalog
"Update attributes","Změnit atributy",module,Magento/Catalog
"Overview","Přehled",module,Magento/Catalog
"Skip to the end of the images gallery","Přeskočit na konec galerie s obrázky",module,Magento/Catalog
"Skip to the beginning of the images gallery","Přeskočit na začátek galerie s obrázky",module,Magento/Catalog
"Details","Podrobnosti",module,Magento/Catalog
"Recently Compared","Poslední porovnávané",module,Magento/Catalog
"Add To Cart","Přidat do košíku",module,Magento/Catalog
"Add To Compare","Přidat k porovnání",module,Magento/Catalog
"Learn more","Zjistit více",module,Magento/Catalog
"Recently Viewed","Nedávno zobrazené",module,Magento/Catalog
"Save Category","Uložit kategorii",module,Magento/Catalog
"Delete Category","Odstranit kategorii",module,Magento/Catalog
"New Subcategory","Nová podkategorie",module,Magento/Catalog
"New Root Category","Nová hlavní kategorie",module,Magento/Catalog
"Set Root Category for Store","Nastavit hlavní kategorii obchodu",module,Magento/Catalog
"Custom Design","Vlastní vzhled",module,Magento/Catalog
"Category Data","Data kategorie",module,Magento/Catalog
"Not shared with other products","Není sdíleno s jinými produkty",module,Magento/Catalog
"Declare attribute value saving scope","Rozsah platnosti hodnoty atributu",module,Magento/Catalog
"Depends on design theme","Záleží na tématu vzhledu",module,Magento/Catalog
"We saved the price alert subscription.","Odběr oznámení změny ceny byl uložen.",module,Magento/Catalog
"We saved the stock notification.","Odběr oznámení naskladnění byl uložen.",module,Magento/Catalog
"Images and Videos","Obrázky a videa",module,Magento/Catalog
"Click here or drag and drop to add images.","Klikněte zde nebo sem obrázky přetáhněte.",module,Magento/Catalog
"Make Base","Udělat základním",module,Magento/Catalog
"There was a category move error. %1","Při přesunu kategorie nastala chyba. %1",module,Magento/Catalog
"You moved the category","Kategorie byla přesunuta",module,Magento/Catalog
"This product no longer exists.","Tento produkt již neexistuje.",module,Magento/Catalog
"We can't find the image file.","Soubor obrázku nelze najít.",module,Magento/Catalog
"productFactory is already set","productFactory is already set",module,Magento/Catalog
"Could not save product option","Volbu produktu nelze uložit",module,Magento/Catalog
"Product option with id %1 does not exist","Volba produktu s ID %1 neexistuje",module,Magento/Catalog
"Are you sure you want to delete this category?","Jste si jisti, že chcete odstranit tuto kategorii?",module,Magento/Catalog
"ID: %1","ID: %1",module,Magento/Catalog
"Set root category for this store in the <a href=""%1"">configuration</a>.","Hlavní kategorii tohoto obchodu zvolte v <a href=""%1"">nastavení</a>.",module,Magento/Catalog
"Manage Options (values of your attribute)","Správa možností (hodnoty vašeho atributu)",module,Magento/Catalog
"An attribute group named ""/name/"" already exists"".","Název skupiny atributů ""/name/"" již existuje.",module,Magento/Catalog
"Close panel","Zavřít panel",module,Magento/Catalog
"Allow Multiple Boxes for Shipping.","Povolit více polích pro přesouvání.",module,Magento/Catalog
"Ok","OK",module,Magento/Catalog
"Watermark Default Size",": výchozí rozměr vodoznaku",module,Magento/Catalog
"Watermark Opacity, Percent",": krytí vodoznaku v procentech",module,Magento/Catalog
"Watermark",": obrázek vodoznaku",module,Magento/Catalog
"Watermark Position",": umístění vodoznaku",module,Magento/Catalog
"none","žádné",module,Magento/Catalog
"File validation failed.","File validation failed.",module,Magento/Catalog
"text","text",module,Magento/Catalog
"Tier Price","Množstevní cena",module,Magento/Catalog
"If your Magento site has multiple views, you can set the scope to apply to a specific view.","Je-li nastaveno více obchodů, lze nastavit platnost hodnoty na konkrétní zobrazení obchodu.",module,Magento/Catalog
"Sort Products By","Řadit produkty podle",module,Magento/Catalog
"Default Product Sorting","Výchozí řazení produktů",module,Magento/Catalog
"Use Parent Category Settings","Použít nastavení nadřazené kategorie",module,Magento/Catalog
"Page not found","Stránka nebyla nalezena",module,Magento/Catalog
"Full file path is expected.","Full file path is expected.",module,Magento/Catalog
"from","od",module,Magento/Catalog
"to","do",module,Magento/Catalog
"The attribute couldn't be saved due to an error. Verify your information and try again. If the error persists, please try again later.","The attribute couldn't be saved due to an error. Verify your information and try again. If the error persists, please try again later.",module,Magento/Catalog
"The attribute couldn't be validated due to an error. Verify your information and try again. If the error persists, please try again later.","The attribute couldn't be validated due to an error. Verify your information and try again. If the error persists, please try again later.",module,Magento/Catalog
"Tier prices data should be array, but actually other type is received","Tier prices data should be array, but actually other type is received",module,Magento/Catalog
"Price indexer ""%1"" must implement %2 or %3","Price indexer ""%1"" must implement %2 or %3",module,Magento/Catalog
"You added product %1 to the <a href=""%2"">comparison list</a>.","You added product %1 to the <a href=""%2"">comparison list</a>.",module,Magento/Catalog
"Maximum %1 characters","Maximálně %1 znaků",module,Magento/Catalog
"remaining","zbývá",module,Magento/Catalog
"too many","příliš mnoho",module,Magento/Catalog
"Sending attribute values as package.","Sending attribute values as package.",module,Magento/Catalog
"This value does not follow the specified format (for example, 200X300).","Tato hodnota není podle zadaného formátu (například: 200 X 300).",module,Magento/Catalog
"Applies to category pages","Applies to category pages",module,Magento/Catalog
"Remember Category Pagination","Remember Category Pagination",module,Magento/Catalog
"Changing may affect SEO and cache storage consumption.","Changing may affect SEO and cache storage consumption.",module,Magento/Catalog
"Images Upload Configuration","Nastavení nahrávání obrázků",module,Magento/Catalog
"Quality","Quality",module,Magento/Catalog
"Jpeg quality for resized images 1-100%.","Jpeg quality for resized images 1-100%.",module,Magento/Catalog
"Cost","Náklady",module,Magento/Catalog
"The ""%1"" attribute is required. Enter and try again.","The ""%1"" attribute is required. Enter and try again.",module,Magento/Catalog
"Attributes were missing and must be specified.","Attributes were missing and must be specified.",module,Magento/Catalog
"The value of Admin must be unique. (%1)","The value of Admin must be unique. (%1)",module,Magento/Catalog
"The product was unable to be saved. Please try again.","The product was unable to be saved. Please try again.",module,Magento/Catalog
"The value of the ""%1"" attribute isn't unique. Set a unique value and try again.","The value of the ""%1"" attribute isn't unique. Set a unique value and try again.",module,Magento/Catalog
"The category doesn't contain the specified product.","The category doesn't contain the specified product.",module,Magento/Catalog
"The %1 value wasn't found in the algorithms.","The %1 value wasn't found in the algorithms.",module,Magento/Catalog
"The filters are invalid. Set them in an array and try again.","The filters are invalid. Set them in an array and try again.",module,Magento/Catalog
"The product wasn't registered.","The product wasn't registered.",module,Magento/Catalog
"The store wasn't registered. Verify the store and try again.","The store wasn't registered. Verify the store and try again.",module,Magento/Catalog
"The ""%1"" attribute value is empty. Set the attribute and try again.","The ""%1"" attribute value is empty. Set the attribute and try again.",module,Magento/Catalog
"The attribute set couldn't be created because it's based on a non-product attribute set.","The attribute set couldn't be created because it's based on a non-product attribute set.",module,Magento/Catalog
"The attribute set couldn't be created because it's based on a non-existing attribute set.","The attribute set couldn't be created because it's based on a non-existing attribute set.",module,Magento/Catalog
"The image content is invalid. Verify the content and try again.","The image content is invalid. Verify the content and try again.",module,Magento/Catalog
"The product can't be saved.","The product can't be saved.",module,Magento/Catalog
"The new media gallery entry failed to save.","The new media gallery entry failed to save.",module,Magento/Catalog
"No image with the provided ID was found. Verify the ID and try again.","No image with the provided ID was found. Verify the ID and try again.",module,Magento/Catalog
"The product doesn't exist. Verify and try again.","The product doesn't exist. Verify and try again.",module,Magento/Catalog
"The image doesn't exist. Verify and try again.","The image doesn't exist. Verify and try again.",module,Magento/Catalog
"The image doesn't exist.","The image doesn't exist.",module,Magento/Catalog
"The image type for the file is invalid. Enter the correct image type and try again.","The image type for the file is invalid. Enter the correct image type and try again.",module,Magento/Catalog
"The ""%1"" file couldn't be moved.","The ""%1"" file couldn't be moved.",module,Magento/Catalog
"The ProductSku is empty. Set the ProductSku and try again.","The ProductSku is empty. Set the ProductSku and try again.",module,Magento/Catalog
"The custom option couldn't be removed.","The custom option couldn't be removed.",module,Magento/Catalog
"The product's required option(s) weren't entered. Make sure the options are entered and try again.","The product's required option(s) weren't entered. Make sure the options are entered and try again.",module,Magento/Catalog
"The file options format is invalid. Use a correct format and try again.","The file options format is invalid. Use a correct format and try again.",module,Magento/Catalog
"The file ""%1"" is empty. Select another file and try again.","The file ""%1"" is empty. Select another file and try again.",module,Magento/Catalog
"The validation failed. Make sure the required options are entered and the file is uploaded, then try again.","The validation failed. Make sure the required options are entered and the file is uploaded, then try again.",module,Magento/Catalog
"The file was too big and couldn't be uploaded. Use a file smaller than %1 MBs and try to upload again.","The file was too big and couldn't be uploaded. Use a file smaller than %1 MBs and try to upload again.",module,Magento/Catalog
"The required option wasn't entered. Enter the option and try again.","The required option wasn't entered. Enter the option and try again.",module,Magento/Catalog
"The file is empty. Select another file and try again.","The file is empty. Select another file and try again.",module,Magento/Catalog
"The text is too long. Shorten the text and try again.","The text is too long. Shorten the text and try again.",module,Magento/Catalog
"The product that was requested doesn't exist. Verify the product and try again. Row ID: SKU = %SKU, Store ID: %storeId, Price From: %priceFrom, Price To: %priceTo.","The product that was requested doesn't exist. Verify the product and try again. Row ID: SKU = %SKU, Store ID: %storeId, Price From: %priceFrom, Price To: %priceTo.",module,Magento/Catalog
"Tier price is unavailable for this product.","Tier price is unavailable for this product.",module,Magento/Catalog
"The tier_price data is invalid. Verify the data and try again.","The tier_price data is invalid. Verify the data and try again.",module,Magento/Catalog
"The group price couldn't be saved.","The group price couldn't be saved.",module,Magento/Catalog
"The data was invalid. Verify the data and try again.","The data was invalid. Verify the data and try again.",module,Magento/Catalog
"Values in the %1 attributes are invalid. Verify the values and try again.","Values in the %1 attributes are invalid. Verify the values and try again.",module,Magento/Catalog
"We can't create the ""%1"" writeable directory.","We can't create the ""%1"" writeable directory.",module,Magento/Catalog
"The file upload failed. Try to upload again.","The file upload failed. Try to upload again.",module,Magento/Catalog
"The product has required options. Enter the options and try again.","The product has required options. Enter the options and try again.",module,Magento/Catalog
"The group with the ""%1"" ID doesn't exist. Verify the ID and try again.","The group with the ""%1"" ID doesn't exist. Verify the ID and try again.",module,Magento/Catalog
"The attribute group can't be deleted because it contains system attributes.","The attribute group can't be deleted because it contains system attributes.",module,Magento/Catalog
"The collection provider isn't registered.","The collection provider isn't registered.",module,Magento/Catalog
"The ""%1"" link type is unknown. Verify the type and try again.","The ""%1"" link type is unknown. Verify the type and try again.",module,Magento/Catalog
"The ""%1"" link type wasn't found. Verify the type and try again.","The ""%1"" link type wasn't found. Verify the type and try again.",module,Magento/Catalog
"The linked products data is invalid. Verify the data and try again.","The linked products data is invalid. Verify the data and try again.",module,Magento/Catalog
"The product that was requested doesn't exist. Verify the product and try again.","The product that was requested doesn't exist. Verify the product and try again.",module,Magento/Catalog
"The Product with the ""%1"" SKU doesn't exist.","The Product with the ""%1"" SKU doesn't exist.",module,Magento/Catalog
"The ""%1"" product couldn't be removed.","The ""%1"" product couldn't be removed.",module,Magento/Catalog
"Category with ID: %s doesn't exist","Category with ID: %s doesn't exist",module,Magento/Catalog
"Product Name or SKU","Product Name or SKU",module,Magento/Catalog
"Start typing to find products","Start typing to find products",module,Magento/Catalog
"Product with ID: %s doesn't exist","Product with ID: %s doesn't exist",module,Magento/Catalog
"Processor %1 doesn't implement WysiwygConfigDataProcessorInterface. It will be skipped","Processor %1 doesn't implement WysiwygConfigDataProcessorInterface. It will be skipped",module,Magento/Catalog
"An item needs to be selected. Select and try again.","Položka musí být vybrána. Vyberte a zkuste znovu.",module,Magento/Catalog
"Use Static URLs for Media Content in WYSIWYG","Use Static URLs for Media Content in WYSIWYG",module,Magento/Catalog
"Media content will be inserted into the editor as a static URL. Media content is not updated if the system configuration base URL changes.","Media content will be inserted into the editor as a static URL. Media content is not updated if the system configuration base URL changes.",module,Magento/Catalog
"Default Layouts","Default Layouts",module,Magento/Catalog
"Default Product Layout","Default Product Layout",module,Magento/Catalog
"Default Category Layout","Default Category Layout",module,Magento/Catalog
",module,Magento/Catalog
Time in seconds between the widget updates.,module,Magento/Catalog
<br/>If not set, equals to 86400 seconds (24 hours). To update widget instantly, go to Cache Management and clear Blocks HTML Output cache.,module,Magento/Catalog
<br/>Widget will not show products that begin to match the specified conditions until cache is refreshed.,module,Magento/Catalog
",",module,Magento/Catalog
Time in seconds between the widget updates.,module,Magento/Catalog
<br/>If not set, equals to 86400 seconds (24 hours). To update widget instantly, go to Cache Management and clear Blocks HTML Output cache.,module,Magento/Catalog
<br/>Widget will not show products that begin to match the specified conditions until cache is refreshed.,module,Magento/Catalog
",module,Magento/Catalog
"Text Editor input type requires WYSIWYG to be enabled in Stores > Configuration > Content Management.","Text Editor input type requires WYSIWYG to be enabled in Stores > Configuration > Content Management.",module,Magento/Catalog
"Attribute code ""%1"" is invalid. Please use only letters (a-z or A-Z), numbers (0-9) or underscore(_) in this field, first character should be a letter.","Attribute code ""%1"" is invalid. Please use only letters (a-z or A-Z), numbers (0-9) or underscore(_) in this field, first character should be a letter.",module,Magento/Catalog
"Advanced","Pokročilá nastavení",module,Magento/Catalog
"Edit Event","Upravit událost",module,Magento/CatalogEvent
"Add Event","Přidat událost",module,Magento/CatalogEvent
"Events","Události",module,Magento/CatalogEvent
"Add Catalog Event","Přidat katalog akcí",module,Magento/CatalogEvent
"Save and Continue Edit","Použít",module,Magento/CatalogEvent
"Back to Category","Zpět na kategorii",module,Magento/CatalogEvent
"Edit Catalog Event","Upravit katalog akcí",module,Magento/CatalogEvent
"Catalog Event Information","Informace o katalogu akcí",module,Magento/CatalogEvent
"Category","Kategorie",module,Magento/CatalogEvent
"Start Date","Začátek",module,Magento/CatalogEvent
"End Date","Datum ukončení",module,Magento/CatalogEvent
"Image","Obrázek",module,Magento/CatalogEvent
"Sort Order","Řadit podle",module,Magento/CatalogEvent
"Upcoming","Nadcházející",module,Magento/CatalogEvent
"Open","Otevřít",module,Magento/CatalogEvent
"Closed","Zavřeno",module,Magento/CatalogEvent
"Display Countdown Ticker On","Zobrazení odpočítávání na",module,Magento/CatalogEvent
"Category Page","Stránka kategorie",module,Magento/CatalogEvent
"Product Page","Stránka produktu",module,Magento/CatalogEvent
"Status","Stav",module,Magento/CatalogEvent
"[GLOBAL]","[GLOBÁLNÍ]",module,Magento/CatalogEvent
"[WEBSITE]","[WEB]",module,Magento/CatalogEvent
"[STORE VIEW]","[ZOBRAZENÍ]",module,Magento/CatalogEvent
"Coming Soon","Již brzy",module,Magento/CatalogEvent
"Sale Ends In","Prodej končí za",module,Magento/CatalogEvent
"Catalog","Katalog",module,Magento/CatalogEvent
"You deleted the event.","Událost byla odstraněna.",module,Magento/CatalogEvent
"New Event","Nová událost",module,Magento/CatalogEvent
"Default Values","Výchozí hodnoty",module,Magento/CatalogEvent
"Something went wrong while saving this event.","Došlo k chybě při ukládání této akce.",module,Magento/CatalogEvent
"We did not upload your image.","Nepodařilo se nahrát váš obrázek",module,Magento/CatalogEvent
"You saved the event.","Akce byla uložena.",module,Magento/CatalogEvent
"%1 is required.","%1 is required.",module,Magento/CatalogEvent
"Please make sure the end date follows the start date.","Ujistěte se prosím, že datum ukončení následuje po datumu zahájení.",module,Magento/CatalogEvent
"Event for selected category","Akce pro vybranou kategorii",module,Magento/CatalogEvent
"Lister Block","Lister Block",module,Magento/CatalogEvent
"This product is no longer on sale.","Tento produkt již není v prodeji.",module,Magento/CatalogEvent
"Some of these products can no longer be sold.","Některé z těchto výrobků již nemohou být prodávány.",module,Magento/CatalogEvent
"Select Category","Vybrat kategorii",module,Magento/CatalogEvent
"Use Default Value","Použít výchozí hodnotu",module,Magento/CatalogEvent
"Days","Dny",module,Magento/CatalogEvent
"Hrs","Hod",module,Magento/CatalogEvent
"Mins","Minut",module,Magento/CatalogEvent
"Sec","Sekund",module,Magento/CatalogEvent
"Preview Sale","Náhled prodeje",module,Magento/CatalogEvent
"Go To Sale","Přejít na prodej",module,Magento/CatalogEvent
"View Sale","Zobrazit prodej",module,Magento/CatalogEvent
"Previous","Předchozí",module,Magento/CatalogEvent
"Next","Následující",module,Magento/CatalogEvent
"Catalog Events","Katalog akcí",module,Magento/CatalogEvent
"Enable Catalog Events Functionality","Povolit funkce katalogu akcí",module,Magento/CatalogEvent
"Enable Catalog Event Widget on Storefront","Povolit katalog akcí Widget ve Storefrontu",module,Magento/CatalogEvent
"Number of Events to be Displayed in Event Slider Widget","Počet akcí, které mají být zobrazeny v Event Slider Widgetu.",module,Magento/CatalogEvent
"You can override this default value in CMS using the limit=""x"" variable. Leave empty for no limitation.","Můžete přepsat výchozí hodnotu v CMS pomocí limit = ""x"" proměnné. Ponechejte prázdné pro bez omezení.",module,Magento/CatalogEvent
"Events to Scroll per Click in Event Slider Widget","Events to Scroll per Click in Event Slider Widget",module,Magento/CatalogEvent
"You can override this default value in CMS using the limit=""x"" variable.","You can override this default value in CMS using the limit=""x"" variable.",module,Magento/CatalogEvent
"Catalog Events Carousel","Catalog Events Carousel",module,Magento/CatalogEvent
"List all open Catalog Events as a Paginated Carousel","List all open Catalog Events as a Paginated Carousel",module,Magento/CatalogEvent
"Frame Size","Frame Size",module,Magento/CatalogEvent
"Number of Items to display at once","Number of Items to display at once",module,Magento/CatalogEvent
"Scroll","Posun",module,Magento/CatalogEvent
"Number of Items to scroll per click","Number of Items to scroll per click",module,Magento/CatalogEvent
"Block Custom Width","Vlastní šířka bloku",module,Magento/CatalogEvent
"If empty, we'll automatically set the width value in pixels.","If empty, we'll automatically set the width value in pixels.",module,Magento/CatalogEvent
"Catalog Events Carousel Default Template","Catalog Events Carousel Default Template",module,Magento/CatalogEvent
"ID","ID",module,Magento/CatalogEvent
"Category ID","ID kategorie",module,Magento/CatalogEvent
"Start","Od data",module,Magento/CatalogEvent
"End","Do data",module,Magento/CatalogEvent
"Countdown Ticker","Countdown Ticker",module,Magento/CatalogEvent
"Action","Akce",module,Magento/CatalogEvent
"Edit","Upravit",module,Magento/CatalogEvent
"Edit Event...","Upravit událost...",module,Magento/CatalogEvent
"Add Event...","Přidat událost...",module,Magento/CatalogEvent
"Concrete type for %1 not implemented","Concrete type for %1 not implemented",module,Magento/CatalogGraphQl
"Missing key %1 in product data","Missing key %1 in product data",module,Magento/CatalogGraphQl
"""model"" value should be specified","""model"" value should be specified",module,Magento/CatalogGraphQl
"""path"" value should be specified","""path"" value should be specified",module,Magento/CatalogGraphQl
"currentPage value %1 specified is greater than the number of pages available.","currentPage value %1 specified is greater than the number of pages available.",module,Magento/CatalogGraphQl
"""id for category should be specified","""id for category should be specified",module,Magento/CatalogGraphQl
"No child sku found for product link.","No child sku found for product link.",module,Magento/CatalogGraphQl
"'search' or 'filter' input argument is required.","'search' or 'filter' input argument is required.",module,Magento/CatalogGraphQl
"SimpleProduct type not defined in schema.","SimpleProduct type not defined in schema.",module,Magento/CatalogGraphQl
"'category_id' only supports 'eq' condition type.","'category_id' only supports 'eq' condition type.",module,Magento/CatalogGraphQl
"Cannot resolve layered filter type","Cannot resolve layered filter type",module,Magento/CatalogGraphQl
"Cannot resolve type","Cannot resolve type",module,Magento/CatalogGraphQl
"Category doesn't exist","Category doesn't exist",module,Magento/CatalogGraphQl
"""image_type"" value should be specified","""image_type"" value should be specified",module,Magento/CatalogGraphQl
"currentPage value %1 specified is greater than the %2 page(s) available.","currentPage value %1 specified is greater than the %2 page(s) available.",module,Magento/CatalogGraphQl
"Entity type model '%1' is not found","Typ entity modelu '%1' nebyl nalezen",module,Magento/CatalogImportExport
"Entity type model must be an instance of \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType","Typ modelu entity musí být instancí z \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType",module,Magento/CatalogImportExport
"There are no product types available for export.","K exportu nejsou dostupné žádné typy produktů.",module,Magento/CatalogImportExport
"'Entity type model must be an instance of ' .","'Entity type model must be an instance of ' .",module,Magento/CatalogImportExport
"Wrong attribute set code ""%1"", please correct it and try again.","Wrong attribute set code ""%1"", please correct it and try again.",module,Magento/CatalogImportExport
"Category ""%1"" has not been created.","Kategorii ""%1"" nelze vytvořit.",module,Magento/CatalogImportExport
